  冈比亚,  Gambia,1010,3717,7432,5570
  加纳,  Ghana,108511,113176,81703,112219
  几内亚,  Guinea,61500,81987,121800,177794
  几内亚(比绍),  Guinea Bissau,669,287,988,1374
  科特迪瓦,  Cote d'Ivoire,97663,85048,109277,91750
  肯尼亚,  Kenya,372919,435274,416763,295700
  利比里亚,  Liberia,22136,19693,44020,22727
  利比亚,  Libya,5118,107,2108,
  马达加斯加,  Madagascar,13270,16740,11482,19954
  马拉维,  Malawi,8771,8902,15374,16598
  马里,  Mali,38323,40072,42572,28204
  毛里塔尼亚,  Mauritania,22821,18324,29504,13882
  毛里求斯,  Mauritius,11720,12418,11815,18691
  摩洛哥,  Morocco,37649,68304,33525,21984
  莫桑比克,  Mozambique,110875,80422,100144,67568
  纳米比亚,  Namibia,69667,45899,44571,27891
  尼日尔,  Niger,17150,17158,29965,40047
  尼日利亚,  Nigeria,310383,404785,459559,351036
  卢旺达,  Rwanda,19627,28805,30873,31770
  圣多美和普林西比,  Sao Tome & Principe,122,552,90,
  塞内加尔,  Senegal,94765,114290,88416,52107
  塞舌尔,  Seychelles,1044,1591,2600,1393
  塞拉利昂,  Sierra Leone,9193,13611,12831,9208
  索马里,  Somalia,1527,1987,,
  南非,  S.Africa,56880,138142,55788,49127
  苏丹,  Sudan,82125,50046,38128,31721
  坦桑尼亚,  Tanzania,102586,107600,128283,145623
  多哥,  Togo,25729,22518,11941,8497
  突尼斯,  Tunisia,21896,11151,9367,8522
  乌干达,  Uganda,217429,214767,154038,121940
  布基纳法索,  Burkina Faso,27,4045,1354,
  刚果(金),  Congo DR,149954,182015,244650,202503
  赞比亚,  Zambia,230749,270345,257497,202219
  津巴布韦,  Zimbabwe,30591,32033,55569,72961
,,,,,
,,,,,
"8-5 续表 2 Continued 2
",,,,,
"单位:万美元
",,,,,
"Unit:USD 10 000
",,,,,
国别(地区),Country/Region,2017,2018,2019,2020
  莱索托,  Lesotho,1441,1168,7170,7927
  斯威士兰,  Swaziland,,,,2164
  厄立特里亚,  Eritrea,12239,4023,256,29461
  南苏丹,  Republic of South Sudan,35473,46064,24291,
欧洲,Europe,931617,1001574,1062769,1396201
  比利时,  Belgium,14280,725,15945,11550
  丹麦,  Denmark,495,1283,1918,1955
  英国,  United Kingdom,108268,57018,64045,68011
  德国,  Germany,63631,81436,50129,50441
  法国,  France,144236,125834,127388,147180
  爱尔兰,  Ireland,,,100,
  意大利,  Italy,20105,27342,19426,9156
  卢森堡,  Luxembourg,235,,,
  荷兰,  Netherlands,16163,13420,17496,14228
  希腊,  Greece,15973,19572,18125,8666
  葡萄牙,  Portugal,4939,25610,13361,7415
  西班牙,  Spain,27916,44436,78236,89611
  阿尔巴尼亚,  Albania,182,266,2458,
  奥地利,  Austria,7490,10179,6137,6256
  保加利亚,  Bulgaria,3997,4984,7984,5219
  芬兰,  Finland,1676,218,130,480
  匈牙利,  Hungary,3390,3881,2668,10563
  冰岛,  Iceland,1704,,,
  马耳他,  Malta,213,,,
  摩纳哥,  Monaco,,,766,
  挪威,  Norway,20666,3756,25739,23672
  波兰,  Poland,966,6267,5515,46575
  罗马尼亚,  Romania,9322,8218,6997,8826
  瑞典,  Sweden,6057,9667,8026,6814
  瑞士,  Switzerland,1112,1881,1884,
  爱沙尼亚,  Estonia,,9,3,
  拉脱维亚,  Latvia,,64,40,
  立陶宛,  Lithuania,1063,,25,
  格鲁吉亚,  Georgia,38840,27792,29936,41016
  亚美尼亚,  Armenia,5226,5903,5037,
  阿塞拜疆,  Azerbaijan,2363,4253,2626,1824
  白俄罗斯,  Belorussia,66747,99603,63714,104052
  摩尔多瓦,  Moldavia,11,67,,
  俄罗斯,  Russia,199234,234979,276681,426451
  乌克兰,  Ukraine,35320,57612,72809,66566
  斯洛文尼亚,  Slovenia,826,640,250,
  克罗地亚,  Croatia,138,12,21505,32776
  捷克,  Czech Rep.,6003,5739,5880,7686
  斯洛伐克,  Slovak,201,166,500,
  马其顿共和国,"  Macedonia,FYR",14071,10758,12569,9194
  波黑,  Bosnia & Herzegovina,693,5560,190,
  塞尔维亚,  Serbia,36897,34508,61743,149651
  黑山,  Montenegro,50968,67914,34789,15869
拉丁美洲,Latin America,1291514,1196689,1163818,788900
  安提瓜和巴布达,  Antigua & Barbuda,166,2630,8631,7335
  阿根廷,  Argentina,158003,159097,161327,114033
  阿鲁巴岛,  Aruba,214,,,
,,,,,
,,,,,
"8-5 续表 3 Continued 3
",,,,,
"单位:万美元
",,,,,
"Unit:USD 10 000
",,,,,
国别(地区),Country/Region,2017,2018,2019,2020
  巴哈马,  Bahamas,48724,15361,2110,
  巴巴多斯,  Barbados,4273,5193,2065,
  伯利兹,  Belize,,103,,
  玻利维亚,  Bolivia,46715,68905,143034,42824
  巴西,  Brazil,185365,260900,225237,163649
  智利,  Chile,16595,21289,14086,22703
  哥伦比亚,  Colombia,20473,26645,26138,25727
  多米尼克,  Dominica,3483,4655,7594,4170
  哥斯达黎加,  Costa Rica,3560,14944,13983,11656
  古巴,  Cuba,25850,40401,32000,
  库腊索岛,  Curacao,382,250,31,
  多米尼加共和国,  Republic of Dominica,3567,730,6684,307
  厄瓜多尔,  Ecuador,212748,123717,89466,47667
  格林纳达,  Grenade,128,1474,1468,
  危地马拉,  Guatemala,1398,3419,500,
  圭亚那,  Guyana,13979,9672,10628,7772
  洪都拉斯,  Honduras,12722,11547,8634,
  牙买加,  Jamaica,18884,24969,22918,20519
  墨西哥,  Mexico,74962,55387,90731,129634
  尼加拉瓜,  Nicaragua,409,90,4,
  巴拿马,  Panama,29929,31781,34510,10469
  巴拉圭,  Paraguay,423,92,,
  秘鲁,  Peru,59341,108553,110587,92355
  萨尔瓦多,  E1 Salvador,229,27,108,
  苏里南,  Suriname,3331,9758,3009,5375
  特立尼达和多巴哥,  Trinidad & Tobago,11622,11486,49834,11376
  乌拉圭,  Uruguay,1428,1950,2247,
  委内瑞拉,  Venezuela,332612,181665,96254,41089
北美洲,North America,237285,245715,127013,146504
  加拿大,  Canada,13859,13262,24185,25028
  美国,  United States,223413,232447,102815,121476
  格陵兰,  Greenland,13,6,13,
大洋洲及太平洋岛屿,Oceania and Pacific Is.,450601,506632,520718,
  澳大利亚,  Australia,337472,400216,391614,390368
  库克群岛,  Cook Islands,1035,1052,,
  斐济,  Fiji,18441,22167,17474,20647
  瑙鲁,  Nauru,,,2192,
  新喀里多尼亚,  New Caledonia,,1200,,
  瓦努阿图,  Vanuatu,13921,8880,9290,5864
  新西兰,  New Zealand,15816,19905,24921,15870
  巴布亚新几内亚,  Papua New Guinea,55698,49128,71928,75607
  所罗门群岛,  Solomon Is.,1863,1927,23,
  汤加,  Tonga,3311,170,14,731
  萨摩亚,  Samoa,2167,1143,2574,783
  基里巴斯,  Kiribati,444,108,,
  图瓦卢,  Tuvalu,,236,,
  密克罗尼西亚,  Micronesia,425,501,642,
  马绍尔群岛共和国,  Marshall.Is.,,,16,
  帕劳共和国,  Republic of Palau,9,,,
  纽埃,  Niue,,,29,
其他,Others,,466,,
